id,nombre,provincia,partido,foto,email,telefono,periodo_inicio,periodo_fin
282,"Chiappe, Lázaro Alberto",Corrientes,Liberal de Corrientes,https://api.argentinadatos.com/static/senado/senadores/282.gif,,,2001-12-10,2003-12-09
3050,"Ciarlotti, Pedro Antonio",Chubut,Sin Especificar,,,,1961-06-07,1970-04-30
405,"Cimadevilla, Mario Jorge",Chubut,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/405.gif,,,2009-12-10,2015-12-09
3424,"Civit, Emilio",Mendoza,Conservador,,,,1910-05-17,1919-04-30
3404,"Civit, Francisco",Mendoza,Sin Especificar,,,,1877-06-07,1886-04-30
359,"Closs, Maurice Fabián",Misiones,Frente Renovador de la Concordia,https://api.argentinadatos.com/static/senado/senadores/359.gif,,,2017-12-10,2023-12-09
466,"Cobos, Julio César Cleto",Mendoza,Alianza Cambiemos,https://api.argentinadatos.com/static/senado/senadores/466.gif,,,2015-12-10,2021-12-09
326,"Colazo, Mario Jorge","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/326.gif,,,2001-12-10,2007-12-09
3315,"Colina, Felix M. De La",La Rioja,Sin Especificar,,,,1941-01-22,1950-04-30
276,"Colombo de Acevedo, María Teresita del Valle",Catamarca,Frente Cívico y Social de Catamarca,https://api.argentinadatos.com/static/senado/senadores/276.gif,,,2001-12-10,2003-12-09
3605,"Colombres, Ezequiel",Tucumán,Sin Especificar,,,,1868-04-30,1877-04-30
10,"Conchez, Pedro A.",La Pampa,Justicialista,https://api.argentinadatos.com/static/senado/senadores/10.gif,,,1983-11-29,1992-12-09
268,"Contato Carol, Eduardo Ramon",Santiago del Estero,Justicialista,,,,1995-11-29,2001-12-09
331,"Conti, Diana Beatriz",Buenos Aires,Frepaso,https://api.argentinadatos.com/static/senado/senadores/331.gif,,,2001-12-10,2005-12-09
577,"Cora, Stefania",Entre Ríos,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/577.gif,,,2025-02-20,2025-12-09
259,"Corach, Carlos Vladimiro",Ciudad Autónoma de Buenos Aires,Justicialista,,,,1999-12-15,2001-12-09
54,"Corchuelo Blasco, Hebe",Chubut,Justicialista,https://api.argentinadatos.com/static/senado/senadores/54.gif,,,1986-12-11,1989-12-09
3608,"Cordoba, Lucas A.",Tucumán,Sin Especificar,,,,1895-05-06,1904-04-30
3147,"Cornejo Linares, Juan Carlos",Salta,Frejuli,,,,1973-05-03,1977-03-31
533,"Cornejo, Alfredo Victor",Mendoza,Frente Cambia Mendoza,https://api.argentinadatos.com/static/senado/senadores/533.gif,,,2021-12-10,2027-12-09
398,"Corpacci, Lucia Benigna",Catamarca,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/398.gif,lucia.corpacci@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
390,"Corradi de Beltran, Ana Maria",Santiago del Estero,Movimiento Santiago Viable,https://api.argentinadatos.com/static/senado/senadores/390.gif,,,2007-12-10,2013-12-09
3465,"Corradi, Luis Mauricio",Santa Cruz,Democrata Cristiano,,,,1963-08-12,1966-04-30
3617,"Correa, Antonio Eduardo",Tucumán,Sin Especificar,,,,1955-04-26,1961-04-30
3480,"Correa, Francisco E.",Santa Fe,Democrata Progresista,,,,1932-03-29,1935-04-30
3280,"Correche, Susana",La Pampa,Peronista,,,,1953-04-25,1958-04-30
376,"Corregido, Elena Mercedes",Chaco,Alianza Frente Just. Chaco Merece Más,https://api.argentinadatos.com/static/senado/senadores/376.gif,,,2007-12-10,2013-12-09
587,"Corroza, Julieta",Neuquén,la Neuquinidad,,julieta.corroza@senado.gob.ar,(+54 11) 28223000,2025-12-10,2031-12-09
3240,"Corte, Rolando",Jujuy,Sin Especificar,,,,1961-04-26,1970-04-30
3089,"Cortes, Geronimo",Córdoba,Sin Especificar,,,,1886-10-27,1892-04-30
3516,"Cortes, Rafael",San Luis,Sin Especificar,,,,1883-04-30,1892-04-30
3403,"Corvalan, Federico",Mendoza,Sin Especificar,,,,1868-05-02,1877-04-30
3572,"Corvalan, Santiago E.",Santiago del Estero,Sin Especificar,,,,1928-06-22,1937-04-30
3615,"Cossio, Rufino",Tucumán,Unión Cívica Radical,,,,1941-01-22,1950-04-30
490,"Costa, Eduardo Raúl",Santa Cruz,Unión para Vivir Mejor Cambiemos,https://api.argentinadatos.com/static/senado/senadores/490.gif,,,2017-12-10,2023-12-09
11,"Costanzo, Remo",Río Negro,Justicialista,https://api.argentinadatos.com/static/senado/senadores/11.gif,,,1998-11-25,2001-12-09
595,"Coto, Agustín Pedro","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza la Libertad Avanza,,agustin.coto@senado.gob.ar,(+54 11) 28223000,2025-12-10,2031-12-09
3543,"Crespo, Antonio",Santiago del Estero,Sin Especificar,,,,1854-10-17,1860-04-30
3389,"Crespo, Antonio F.",Entre Ríos,Sin Especificar,,,,1889-05-14,1898-04-30
440,"Crexell, Carmen Lucila",Neuquén,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/440.gif,,,2019-12-10,2025-12-09
570,"Cristina, Andrea Marcela",Chubut,Juntos por el Cambio Chubut,https://api.argentinadatos.com/static/senado/senadores/570.gif,andrea.cristina@senado.gob.ar,(+54 11) 28223000,2023-12-10,2027-12-09
3018,"Crotto, Jose Camilo",Ciudad Autónoma de Buenos Aires,Unión Cívica Radical,,,,1912-05-21,1919-04-30
3616,"Cruz, Luis",Tucumán,Sin Especificar,,,,1946-04-30,1952-04-30
3488,"Culasso Mattei, Luis F.",Santa Fe,Al. Pop. Fed.-Santa Fe,,,,1973-05-03,1977-03-31
3470,"Cullen, Jose Maria",Santa Fe,Sin Especificar,,,,1862-05-24,1865-04-30
284,"Curletti, Mirian Belén",Chaco,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/284.gif,,,2001-12-10,2007-12-09
3379,"D'agostino, Lucio Roque",Entre Ríos,Frejuli,,,,1973-05-03,1977-03-31
3074,"D'amico, Carlos A.",Buenos Aires,Sin Especificar,,,,1883-08-16,1892-04-30
324,"Daniele, Mario Domingo","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Justicialista,https://api.argentinadatos.com/static/senado/senadores/324.gif,,,2001-12-10,2007-12-09
3529,"Daract, Justo",San Luis,Sin Especificar,,,,1862-05-27,1865-04-30
3514,"Daract, Mauricio",San Luis,Sin Especificar,,,,1865-04-28,1874-04-30
3311,"Davila, Adolfo E.",La Rioja,Conservador,,,,1907-04-30,1916-04-30
3258,"Davila, Anibal J.",Corrientes,Sin Especificar,,,,1958-03-31,1967-04-30
3289,"Davila, Domingo B.",La Rioja,Sin Especificar,,,,1880-05-01,1889-04-30
3286,"Davila, Guillermo",La Rioja,Sin Especificar,,,,1862-05-24,1871-04-30
438,"De Angeli, Alfredo Luis",Entre Ríos,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/438.gif,,,2019-12-10,2025-12-09
3008,"De Llamas, Enrique V.",Chaco,Sin Especificar,,,,1958-03-31,1967-04-30
3272,"De Luca de Soto, Zelmira Antonia",Corrientes,Sin Especificar,,,,1955-04-26,1961-04-30
3431,"De Paolis, Jose Guillermo",Mendoza,Sin Especificar,,,,1955-04-26,1961-04-30
545,"De Pedro, Eduardo Enrique",Buenos Aires,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/545.gif,,,2023-12-10,2029-12-09
3460,"De Rege, Roberto",Río Negro,Democrata Cristiano,,,,1963-08-12,1969-04-30
210,"De la Rosa, Carlos Leonardo",Mendoza,Justicialista,https://api.argentinadatos.com/static/senado/senadores/210.gif,,,1995-11-29,2001-12-09
417,"De la Rosa, María Graciela",Formosa,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/417.gif,,,2011-12-10,2017-12-09
55,"De la Rua, Fernando",Ciudad Autónoma de Buenos Aires,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/55.gif,,,1983-11-29,1989-12-09
211,"De la Sota, Jose Manuel",Córdoba,Justicialista,https://api.argentinadatos.com/static/senado/senadores/211.gif,,,1995-11-29,2001-12-09
3503,"De la Torre, Lisandro",Santa Fe,Democrata Progresista,,,,1932-03-29,1938-04-30
241,"Del Piero, Pedro",Ciudad Autónoma de Buenos Aires,Frepaso,https://api.argentinadatos.com/static/senado/senadores/241.gif,,,1995-11-29,2001-12-09
3629,"Del Pino, Antonio",Catamarca,Sin Especificar,,,,1907-04-30,1916-04-30
3034,"Del Valle Iberlucea, Enrique",Ciudad Autónoma de Buenos Aires,Socialista,,,,1913-04-29,1922-04-30
3054,"Del Valle, Aristobulo",Buenos Aires,Sin Especificar,,,,1877-05-03,1886-04-30
3060,"Del Valle, Delfor",Buenos Aires,Unión Cívica Radical,,,,1922-06-26,1931-04-30
56,"Del Villar, Manuel",Chubut,Unión Cívica Radical,,,,1986-12-11,1989-12-09
3090,"Del Viso, Antonio",Córdoba,Sin Especificar,,,,1880-07-13,1889-04-30
3417,"Delgado, Francisco",Mendoza,Sin Especificar,,,,1862-07-26,1865-04-30
3249,"Derqui, Manuel",Corrientes,Sin Especificar,,,,1886-05-01,1895-04-30
3271,"Di Girolamo, Elena",Corrientes,Sin Especificar,,,,1952-04-25,1955-04-30
406,"Di Perna, Graciela Agustina",Chubut,Frente por la Integración,https://api.argentinadatos.com/static/senado/senadores/406.gif,,,2009-12-10,2015-12-09
260,"Di Pietro, Arturo Rolando",Santa Fe,Justicialista,https://api.argentinadatos.com/static/senado/senadores/260.gif,,,1995-12-13,2001-12-09
517,"Di Tullio, Juliana",Buenos Aires,Unidad Ciudadana,https://api.argentinadatos.com/static/senado/senadores/517.gif,,,2019-12-10,2023-12-09
3026,"Diaz Bialet, Alejandro Manuel",Ciudad Autónoma de Buenos Aires,Frejuli,,,,1973-05-03,1977-03-31
3268,"Diaz Colodrero, Pedro",Corrientes,Autonomista,,,,1941-01-22,1950-04-30
3247,"Diaz Colodrero, Wenceslao",Corrientes,Sin Especificar,,,,1868-07-16,1877-04-30
3305,"Diaz Velez, Ciriaco",La Rioja,Sin Especificar,,,,1854-10-17,1863-04-30
3139,"Diaz, Antonino",Salta,Sin Especificar,,,,1898-06-14,1907-04-30
3169,"Diaz, Juan Luis",Formosa,Sin Especificar,,,,1958-07-03,1961-04-30
392,"Diaz, Maria Rosa","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Afirmación para una República Igualitaria,https://api.argentinadatos.com/static/senado/senadores/392.gif,,,2007-12-10,2013-12-09
3333,"Doncel, Carlos",San Juan,Sin Especificar,,,,1898-05-02,1907-04-30
505,"Doñate, Claudio Martín",Río Negro,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/505.gif,,,2019-12-10,2025-12-09
269,"Duhalde, Eduardo Alberto",Buenos Aires,Justicialista,https://api.argentinadatos.com/static/senado/senadores/269.gif,,,2001-12-10,2005-12-09
3163,"Durand, Alberto",Salta,Sin Especificar,,,,1952-04-25,1955-04-30
465,"Durango, Norma Haydée",La Pampa,Alianza Frente P/Victoria (Peronismo Pampeano),https://api.argentinadatos.com/static/senado/senadores/465.gif,,,2015-12-10,2021-12-09
512,"Duré, María Eugenia","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/512.gif,,,2019-12-10,2025-12-09
3371,"Echagüe, Leonidas",Entre Ríos,Sin Especificar,,,,1998-08-09,1907-04-30
3626,"Echagüe, Pascual",Santa Fe,Sin Especificar,,,,1860-05-01,1869-04-30
3477,"Echagüe, Pedro A.",Santa Fe,Conservador,,,,1910-04-29,1919-04-30
3374,"Eguiguren, Atanasio",Entre Ríos,U. C. R. Antipersonalista,,,,1938-05-02,1947-04-30
3386,"Elias, Angel",La Rioja,Sin Especificar,,,,1854-10-17,1863-04-30
3148,"Elias, Florencio",Salta,Movim. Popular Salteño,,,,1973-05-03,1977-03-31
3070,"Elizalde, Rufino De",Buenos Aires,Sin Especificar,,,,1862-05-24,1865-04-30
451,"Elías de Pérez, Silvia Beatriz",Tucumán,Alianza Cambiemos,https://api.argentinadatos.com/static/senado/senadores/451.gif,,,2015-12-10,2021-12-09
3522,"Endeiza, Victor W.",San Luis,Sin Especificar,,,,1949-04-26,1952-04-30
313,"Escudero, Sonia Margarita",Salta,Justicialista,https://api.argentinadatos.com/static/senado/senadores/313.gif,,,2001-12-10,2007-12-09
3419,"Espejo, Geronimo",Mendoza,Sin Especificar,,,,1854-10-17,1857-04-30
3173,"Esperanza, Joaquin Horacio",Formosa,Justicialista,,,,1973-05-03,1977-03-31
461,"Espínola, Carlos Mauricio",Corrientes,Frente Todos,https://api.argentinadatos.com/static/senado/senadores/461.gif,carlos.espinola@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
373,"Estenssoro, María Eugenia",Ciudad Autónoma de Buenos Aires,Alianza Coalición Cívica,https://api.argentinadatos.com/static/senado/senadores/373.gif,,,2007-12-10,2013-12-09
3611,"Estevez, Manuel I.",Tucumán,Conservador,,,,1913-04-29,1922-04-30
3393,"Etchevehere, Luis L.",Entre Ríos,Sin Especificar,,,,1925-04-28,1934-04-30
3436,"Evans, Carlos Horacio",Mendoza,Justicialista,,,,1973-05-03,1977-03-31
104,"Fadel, Mario Nallib",Catamarca,Justicialista,https://api.argentinadatos.com/static/senado/senadores/104.gif,,,1986-11-23,1995-12-09
3557,"Falco, Clodomiro",Santiago del Estero,Sin Especificar,,,,1958-03-31,1964-04-30
309,"Falco, Luis",Río Negro,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/309.gif,,,2001-12-10,2007-12-09
57,"Falsone, Jose A.",Misiones,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/57.gif,,,1983-11-29,1989-12-09
520,"Fama, Flavio Sergio",Catamarca,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/520.gif,flavio.fama@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
3025,"Fassi, Santiago Carlos",Ciudad Autónoma de Buenos Aires,U. C. R. Del Pueblo,,,,1963-08-12,1969-04-30
3388,"Febre, Ramon",Entre Ríos,Sin Especificar,,,,1880-05-03,1889-04-30
356,"Fellner, Liliana Beatriz",Jujuy,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/356.gif,,,2011-12-10,2017-12-09
76,"Feris, Gabriel",Corrientes,Autonomista,https://api.argentinadatos.com/static/senado/senadores/76.gif,,,1983-11-29,1986-12-09
3451,"Fernandez Beschtedt, Horacio",Neuquén,Sin Especificar,,,,1958-03-31,1961-04-30
213,"Fernandez Meijide, Graciela",Ciudad Autónoma de Buenos Aires,Frepaso,https://api.argentinadatos.com/static/senado/senadores/213.gif,,,1995-11-29,2001-12-09
3278,"Fernandez, Mariano (H)",La Pampa,Union Popular,,,,1963-08-12,1969-04-30
468,"Fernández Sagasti, Anabel",Mendoza,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/468.gif,anabel.fernandezsagasti@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
212,"Fernández de Kirchner, Cristina E.",Buenos Aires,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/212.gif,,,2005-12-14,2011-12-09
416,"Fernández, Anibal",Buenos Aires,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/416.gif,,,2011-12-10,2017-12-09
318,"Fernández, Nicolás Alejandro",Santa Cruz,Justicialista,https://api.argentinadatos.com/static/senado/senadores/318.gif,,,2001-12-10,2005-12-09
3276,"Ferrari, Juan Antonio",La Pampa,Sin Especificar,,,,1955-04-26,1961-04-30
3263,"Ferre, Pedro",Catamarca,Sin Especificar,,,,1854-10-17,1863-04-30
480,"Fiad, Mario Raymundo",Jujuy,Frente Jujeño Cambiemos,https://api.argentinadatos.com/static/senado/senadores/480.gif,,,2017-12-10,2023-12-09
3481,"Figueiras, Demetrio",Santa Fe,Sin Especificar,,,,1946-05-22,1949-04-30
3093,"Figueroa Alcorta, Jose",Córdoba,Sin Especificar,,,,1898-05-23,1907-04-30
3200,"Figueroa, Alberto Francisco",Catamarca,Democrata Nacional,,,,1935-04-30,1944-04-30
3138,"Figueroa, Benjamin",Salta,Sin Especificar,,,,1889-07-25,1898-04-30
3195,"Figueroa, Francisco C.",Catamarca,Sin Especificar,,,,1901-05-01,1910-04-30
3105,"Figueroa, Hector E.",Córdoba,Sin Especificar,,,,1958-03-31,1967-04-30
3510,"Figueroa, Jose Manuel",San Luis,Sin Especificar,,,,1854-10-17,1860-04-30
12,"Figueroa, Jose Oscar",Santiago del Estero,Justicialista,https://api.argentinadatos.com/static/senado/senadores/12.gif,,,1989-12-06,1998-12-09
3193,"Figueroa, Marcos A.",Catamarca,Sin Especificar,,,,1874-06-11,1883-04-30
375,"Filmus, Daniel Fernando",Ciudad Autónoma de Buenos Aires,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/375.gif,,,2007-12-10,2013-12-09
444,"Fiore Viñuales, María Cristina del Valle",Salta,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/444.gif,,,2013-12-10,2019-12-09
3446,"Fittipaldi, Juan Pablo",Neuquén,Sin Especificar,,,,1958-03-31,1961-04-30
3273,"Fleitas, Victor Hugo",Corrientes,Sin Especificar,,,,1958-03-31,1961-04-30
3540,"Flores, Domingo",San Luis,Accion Popular - San Luis,,,,1963-12-11,1969-04-30
3068,"Fonrouge, Alberto Maria",Buenos Aires,Frejuli,,,,1973-05-03,1977-03-31
395,"Forstmann, Selva Judit",Santa Cruz,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/395.gif,,,2007-12-12,2011-12-09
3168,"Fragueiro, Mariano",Córdoba,Sin Especificar,,,,1862-05-24,1865-04-30
3541,"Franco, Carlos",San Luis,Justicialista,,,,1973-05-03,1977-03-31
3558,"Freytes, Angel Roberto",Santiago del Estero,U. C. R. Del Pueblo,,,,1966-04-26,1975-04-30
3071,"Frias, Felix",Buenos Aires,Sin Especificar,,,,1863-04-30,1865-04-30
3565,"Frias, Luis",Santiago del Estero,Sin Especificar,,,,1874-05-07,1883-04-30
3585,"Frias, Uladislao",Tucumán,Sin Especificar,,,,1874-05-12,1883-04-30
3283,"Frois, Domingo Andres",La Pampa,Justicialista,,,,1973-05-03,1977-03-31
3416,"Frugoli, Amadeo Ricardo",Mendoza,Al. Pop. Renovadora-Mendoza,,,,1973-05-03,1977-03-31
3294,"Fuente, Hector M. De La",La Rioja,Sin Especificar,,,,1925-04-30,1934-04-30
3308,"Fuente, Maximino de La",La Rioja,Sin Especificar,,,,1889-05-02,1898-04-30
382,"Fuentes, Marcelo Jorge",Neuquén,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/382.gif,,,2007-12-10,2013-12-09
590,"Fullone, Enzo Paolo",Río Negro,Alianza la Libertad Avanza,,,,,2025-12-09
3099,"Funes, Augusto M.",Córdoba,Sin Especificar,,,,1925-05-28,1934-04-30
264,"Funes, Carlos Delcio",Santa Fe,Justicialista,,,,1995-12-13,2001-12-09
3117,"Funes, Pedro Lucas",Córdoba,Sin Especificar,,,,1886-07-20,1892-04-30
3499,"Funes, Rafael M.",Santa Fe,Sin Especificar,,,,1904-07-05,1913-04-30
3456,"Gadano, Jose Enrique",Río Negro,U. C. R. Del Pueblo,,,,1966-04-26,1975-04-30
568,"Gadano, Natalia Elena",Santa Cruz,Alianza por Santa Cruz,https://api.argentinadatos.com/static/senado/senadores/568.gif,natalia.gadano@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
235,"Gagliardi, Edgardo Jose",Río Negro,Unión Cívica Radical,,,,1995-12-09,2001-12-09
3381,"Galan, Jose Miguel",Entre Ríos,Sin Especificar,,,,1854-10-17,1863-04-30
573,"Galaretto, Eduardo Horacio",Santa Fe,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/573.gif,eduardo.galaretto@senado.gob.ar,(+54 11) 28223000,2023-12-10,2027-12-09
3183,"Galindez, Francisco R.",Catamarca,Democrata Nacional,,,,1932-01-20,1941-01-19
343,"Gallego, Silvia Ester",La Pampa,Justicialista,https://api.argentinadatos.com/static/senado/senadores/343.gif,,,2003-12-10,2009-12-09
308,"Gallia, Sergio Adrián",Neuquén,Justicialista,https://api.argentinadatos.com/static/senado/senadores/308.gif,,,2001-12-10,2007-12-09
3564,"Gallo, Pedro",Santiago del Estero,Sin Especificar,,,,1862-05-24,1865-04-30
3197,"Gallo, Segundo B.",Catamarca,Sin Especificar,,,,1919-04-30,1928-04-30
3019,"Gallo, Vicente C.",Ciudad Autónoma de Buenos Aires,Unión Cívica Radical,,,,1919-04-30,1928-04-30
3205,"Gallo, Victorio Manuel",Catamarca,Sin Especificar,,,,1958-03-31,1967-04-30
214,"Galvan, Raul Alfredo",La Rioja,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/214.gif,,,1995-11-29,2001-12-09
3498,"Galvez, Jose",Santa Fe,Sin Especificar,,,,1895-05-06,1904-04-30
3106,"Gamond, Eduardo Jose A.",Córdoba,U. C. R. Del Pueblo,,,,1963-08-12,1969-04-30
244,"Garcia Arecha, Jose Maria",Ciudad Autónoma de Buenos Aires,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/244.gif,,,1992-12-02,2001-12-09
3595,"Garcia Fernandez, Manuel",Tucumán,Unión Cívica Radical,,,,1938-04-30,1947-04-30
3466,"Garcia Leyenda, Francisco Rodolfo",Santa Cruz,Sin Especificar,,,,1966-05-05,1975-04-30
58,"Garcia, Alfredo",Chubut,Unión Cívica Radical,,,,1986-12-11,1995-12-09
3618,"Garcia, Alfredo",Tucumán,Sin Especificar,,,,1958-04-30,1964-04-30
3363,"Garcia, Americo Alberto",San Juan,Frejuli,,,,1973-05-03,1977-03-31
3292,"Garcia, Antonio P.",La Rioja,Sin Especificar,,,,1898-05-02,1907-04-30
3382,"Garcia, Baldomero",Entre Ríos,Sin Especificar,,,,1854-10-17,1863-04-30
3590,"Garcia, Francisco L.",Tucumán,Sin Especificar,,,,1892-05-23,1901-04-30
3284,"Garcia, Justino",La Pampa,Frejuli,,,,1973-05-03,1977-03-31
3059,"Garcia, Luis",Buenos Aires,Conservador,,,,1914-07-30,1922-04-30
3548,"Garcia, Pedro",Santiago del Estero,Sin Especificar,,,,1886-05-01,1895-04-30
3368,"Garcia, Teofilo",Entre Ríos,Sin Especificar,,,,1871-04-30,1880-04-30
441,"García Larraburu, Silvina Marcela",Río Negro,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/441.gif,,,2019-12-10,2025-12-09
474,"García, Virginia María",Santa Cruz,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/474.gif,,,2015-12-10,2017-12-09
449,"Garramuño, Jorge Alberto","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Movimiento Popular Fueguino,https://api.argentinadatos.com/static/senado/senadores/449.gif,,,2013-12-10,2019-12-09
3335,"Garramuño, Moises A.",San Juan,Sin Especificar,,,,1907-04-30,1916-04-30
3337,"Garro, Pedro A.",San Juan,Sin Especificar,,,,1919-02-18,1925-04-30
13,"Gass, Adolfo",Buenos Aires,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/13.gif,,,1983-11-29,1992-12-09
3115,"Gavier, Gregorio J.",Córdoba,Sin Especificar,,,,1886-07-20,1892-04-30
3248,"Gelabert, Miguel V.",Corrientes,Sin Especificar,,,,1877-04-30,1886-04-30
3619,"Gelsi, Celestino",Tucumán,U. C. R. Intransigente,,,,1963-08-12,1969-04-30
14,"Genoud, Jose",Mendoza,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/14.gif,,,1995-11-29,2001-12-09
3176,"Gentili, Carlos",Formosa,Sin Especificar,,,,1961-04-29,1970-04-30
3085,"Ghiglione, Alfredo Miguel",Buenos Aires,U. C. R. Del Pueblo,,,,1963-08-12,1972-04-30
473,"Giacoppo, Silvia del Rosario",Jujuy,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/473.gif,,,2015-12-10,2017-12-09
3482,"Giavarini, Alejandro Bautista",Santa Fe,Sin Especificar,,,,1952-04-25,1955-04-30
3330,"Gil, Anacleto",San Juan,Sin Especificar,,,,1886-05-01,1895-04-30
77,"Gil, Francisco",San Juan,Bloquista de San Juan,https://api.argentinadatos.com/static/senado/senadores/77.gif,,,1983-11-29,1992-12-09
3221,"Gimenez, Francisco",Jujuy,Sin Especificar,,,,1952-04-25,1955-04-30
562,"Giménez Navarro, María Celeste",San Juan,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/562.gif,mcgimeneznavarro@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
507,"Giménez, Nora del Valle",Salta,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/507.gif,,,2019-12-10,2025-12-09
421,"Giménez, Sandra Daniela",Misiones,Frente Renovador de la Concordia,https://api.argentinadatos.com/static/senado/senadores/421.gif,,,2011-12-10,2017-12-09
363,"Gioja, Cesar Ambrosio",San Juan,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/363.gif,,,2005-12-10,2011-12-09
215,"Gioja, José Luis",San Juan,Justicialista,https://api.argentinadatos.com/static/senado/senadores/215.gif,,,2001-12-10,2005-12-09
338,"Giri, Haide Delia",Córdoba,Justicialista,https://api.argentinadatos.com/static/senado/senadores/338.gif,,,2003-12-10,2009-12-09
341,"Giusti, Silvia Ester",Chubut,Justicialista,https://api.argentinadatos.com/static/senado/senadores/341.gif,,,2003-12-10,2009-12-09
347,"Giustiniani, Rubén Héctor",Santa Fe,Frente Progresista Cívico y Social,https://api.argentinadatos.com/static/senado/senadores/347.gif,,,2009-12-10,2015-12-09
3351,"Godoy, Enrique",San Juan,Sin Especificar,,,,1904-05-02,1913-04-30
3331,"Godoy, Jose",San Juan,Sin Especificar,,,,1886-05-15,1889-04-30
578,"Godoy, Juan Cruz",Chaco,Alianza la Libertad Avanza,,juancruz.godoy@senado.gob.ar,(+54 11) 28223000,2025-12-10,2031-12-09
3344,"Godoy, Ruperto",San Juan,Sin Especificar,,,,1854-10-17,1860-04-30
424,"Godoy, Ruperto Eduardo",San Juan,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/424.gif,,,2011-12-10,2017-12-09
560,"Goerling Lara, Enrique Martin",Misiones,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/560.gif,martin.goerling@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
3151,"Goitia, Casiano Jose",Salta,Sin Especificar,,,,1854-10-17,1857-04-30
3497,"Gollan, Jose Elias",Santa Fe,Sin Especificar,,,,1886-04-30,1895-04-30
78,"Gomez Centurion, Carlos",San Juan,Bloquista de San Juan,https://api.argentinadatos.com/static/senado/senadores/78.gif,,,1983-11-29,1986-12-09
3220,"Gomez Henriquez, Samuel",Jujuy,Sin Especificar,,,,1946-05-22,1955-04-30
298,"Gomez de Bertone, Deolide Carmen",La Pampa,Justicialista,,,,2001-12-10,2003-12-09
3127,"Gomez del Junco, Felipe",Córdoba,Sin Especificar,,,,1946-05-22,1955-04-30
3329,"Gomez, Agustin",San Juan,Sin Especificar,,,,1880-05-03,1889-04-30
3577,"Gomez, Carlos Bernabe",Santiago del Estero,Sin Especificar,,,,1958-03-31,1961-04-30
3346,"Gomez, Manuel Jose",San Juan,Sin Especificar,,,,1862-05-27,1868-04-30
3553,"Gomez, Ramon",Santiago del Estero,Sin Especificar,,,,1922-04-30,1931-04-30
3434,"Gonzalez Funes, Tomas",Mendoza,U. C. R. Del Pueblo,,,,1963-08-12,1966-04-30
